"Views" "Premium_account" "Laptop_time" "Phone_time" "Social_connections" "Fitness_level" "Language"
"108" 64.0802799163594 "1" 1.77 3.03 19.75 "0" "Spanish"
"109" 67.5742451616121 "1" 2.77 3.52 19.33 "0" "Spanish"
"110" 62.2830951127499 "0" 1.9 2.41 18.3 "0" "Spanish"
"111" 66.0800819183324 "0" 2.11 2.17 21.48 "1" "Spanish"
"112" 67.0800057728366 "0" 3.24 2.74 20.25 "0" "Spanish"
"113" 68.4023677337453 "0" 2.79 3.68 18.28 "0" "Spanish"
"114" 72.726790905351 "1" 3.98 2.09 20.4 "1" "Spanish"
"115" 66.382630056915 "0" 2.74 3.84 18.78 "0" "Spanish"
"116" 62.6733714859756 "1" 1.38 3.01 19.28 "1" "Spanish"
"117" 66.3455615899359 "1" 2.21 3.44 20.59 "0" "Spanish"
"118" 67.5155209671271 "1" 3.19 2.18 20.57 "0" "Spanish"
"119" 69.3906495316373 "0" 3.86 3.79 19.1 "0" "Spanish"
"120" 64.3736908988978 "1" 2.23 3.12 20.73 "0" "Spanish"
"121" 65.6391561172095 "0" 2.66 3.34 21.01 "0" "Spanish"
"122" 67.8487556724711 "0" 2.73 2.41 20.24 "1" "Spanish"
"123" 63.5687948861194 "1" 1.81 2.03 22.68 "0" "Spanish"
"124" 69.9796921876482 "1" 4.03 3.78 21.3 "0" "Spanish"
"125" 64.0174574865838 "1" 1.66 2.75 20.78 "0" "Spanish"
"126" 66.09296572962 "1" 1.99 2.97 18.44 "0" "Spanish"
"127" 68.8318020018212 "1" 1.95 3.13 21.55 "1" "Spanish"
"128" 66.551960479531 "1" 1.97 3.61 19.59 "0" "Spanish"
"129" 72.4958829626788 "1" 3.95 2.98 20.29 "0" "Spanish"
"130" 65.7677122289261 "0" 2.41 3.63 21.23 "1" "Spanish"
"131" 70.2023840918162 "1" 3.79 3.64 19.61 "1" "Spanish"
"132" 64.6612109258106 "0" 2.84 2.82 19.52 "0" "Spanish"
"133" 66.196021579144 "1" 2.46 2.52 18.74 "0" "Spanish"
"134" 70.9912213713158 "0" 3.73 3.04 19.86 "1" "Spanish"
"135" 71.6598724431697 "1" 4.11 3.09 20.44 "0" "Spanish"
"136" 65.2636850475737 "1" 1.83 3.32 19.91 "0" "Spanish"
"137" 71.6916941812104 "0" 2.65 2.75 20.27 "1" "Spanish"
"138" 64.1861254931246 "0" 2.79 2.45 20.35 "0" "Spanish"
"139" 63.0296271937823 "1" 0.98 2.49 19.46 "1" "Spanish"
"140" 66.9288367072405 "0" 2.98 3.77 20.82 "0" "Spanish"
"141" 73.8394449444122 "1" 4.16 3.5 18.97 "0" "Spanish"
"142" 62.3387663744902 "0" 1.39 1.89 21.3 "1" "Spanish"
"143" 67.6749188315043 "1" 3.49 2.89 21.23 "0" "Spanish"
"144" 67.7919442458744 "0" 2.98 3.68 19.82 "0" "Spanish"
"145" 64.3422840352699 "1" 1.93 2.89 20.27 "0" "Spanish"
"146" 62.7300543269333 "0" 1.69 3.21 20.61 "0" "Spanish"
"147" 67.2121617079341 "1" 1.86 1.97 19.09 "1" "Spanish"
"148" 69.7387236335911 "1" 3.67 3.72 22.3 "0" "Spanish"
"149" 69.1390848458459 "1" 3.05 3.28 19.03 "0" "Spanish"
"150" 71.2976079768924 "1" 3.24 2.76 18.18 "0" "Spanish"
"151" 78.046108837894 "1" 2.61 2.2 20.1 "1" "Spanish"
"152" 64.9729358994016 "1" 2.5 2.54 18.3 "0" "Spanish"
"153" 69.4023301963779 "1" 2.99 2.1 18.81 "0" "Spanish"
"154" 61.6550107705317 "0" 1.79 3.45 20.24 "0" "Spanish"
"155" 66.6920243930718 "1" 2.49 3.36 20.12 "0" "Spanish"
"156" 66.406824590711 "0" 3.12 3.74 20.4 "0" "Spanish"
"157" 70.0876088904971 "0" 2.93 2.08 19.89 "1" "Spanish"
"158" 68.8026645864194 "1" 2.78 4.45 20.91 "0" "Spanish"
"159" 68.1202972681091 "0" 3.41 3.98 20.84 "0" "Spanish"
"160" 64.8807941537019 "1" 1.95 3.12 19.55 "0" "Spanish"
"161" 64.0239051970214 "0" 2.05 3.62 21.55 "0" "Spanish"
"162" 61.5948702601003 "0" 1.65 2.77 18.56 "0" "Spanish"
"163" 60.7946196395028 "0" 1.03 3.64 20.05 "0" "Spanish"
"164" 66.7938731742786 "0" 4.28 2.69 20.75 "0" "Spanish"
"165" 65.2415260337057 "1" 2.24 3.38 21.02 "0" "Spanish"
"166" 69.4190678943974 "0" 0.81 2.8 19.85 "1" "Spanish"
"167" 68.7186624952547 "1" 2.88 3.39 20.64 "0" "Spanish"
"168" 70.3591219252417 "1" 3.52 2.94 20.05 "0" "Spanish"
"169" 62.9111997409595 "0" 2.83 3.4 22.68 "0" "Spanish"
"170" 70.3691783479408 "1" 4 2.77 20.67 "0" "Spanish"
"171" 69.8435900252811 "0" 4.2 2.55 19.17 "0" "Spanish"
"172" 68.171218270533 "1" 3.06 2.41 21.18 "0" "Spanish"
"173" 69.6484873621919 "1" 2.54 3.46 20.73 "0" "Spanish"
"174" 59.1721913687923 "0" 1.85 2.81 20.57 "0" "Spanish"
"175" 69.5741941694976 "0" 2.78 2.97 19.98 "1" "Spanish"
"176" 66.5294470175748 "1" 2.71 3.21 19.77 "0" "Spanish"
"177" 70.4704418727357 "1" 3.7 3.19 17.88 "0" "Spanish"
"178" 62.244469948115 "1" 1.38 3.11 20.5 "0" "Spanish"
"179" 67.5677542785632 "0" 3.43 2.98 20.45 "0" "Spanish"
"180" 72.9726175593442 "1" 2.81 3.61 20.13 "1" "Spanish"
"181" 75.3259724915259 "1" 3.09 2.74 21.53 "1" "Spanish"
"182" 64.8956702965607 "1" 1.93 2.63 19.28 "0" "Spanish"
"183" 66.3595001085033 "1" 2.94 2.32 20.28 "0" "Spanish"
"184" 57.5147021229436 "0" 0.52 2.95 20.47 "0" "Spanish"
"185" 63.4744640489923 "1" 1.49 2.85 20.4 "0" "Spanish"
"186" 73.5011683560248 "0" 2.44 2.62 19.59 "1" "Spanish"
"187" 64.8377948337617 "1" 2.13 3.49 19.68 "0" "Spanish"
"188" 60.9738502236114 "0" 1.56 3.45 19.65 "0" "Spanish"
"189" 67.4229384677016 "1" 2.48 3.07 19.18 "0" "Spanish"
"190" 65.4871807011218 "0" 2.71 2.36 20.45 "0" "Spanish"
"191" 65.4454097352921 "1" 2.17 3.57 19.88 "0" "Spanish"
"192" 59.9566323007304 "0" 0.09 3.46 19.16 "0" "Spanish"
"193" 70.0887769001202 "1" 3.36 2.72 18.76 "0" "Spanish"
"194" 67.0434522915288 "0" 3.1 2.99 19.28 "0" "Spanish"
"195" 65.9271722608656 "1" 2.27 2.65 19.85 "0" "Spanish"
"196" 64.9993277278423 "1" 1.77 2.73 20.99 "0" "Spanish"
"197" 62.2071995941004 "0" 1.72 2.86 20.54 "0" "Spanish"
"198" 66.8502076645302 "1" 3.2 2.65 21.58 "0" "Spanish"
"199" 62.29156863722 "0" 1.98 2.76 17.77 "0" "Spanish"
"200" 64.5327757443286 "1" 3.04 2.58 20.02 "1" "Spanish"
"201" 75.7723757311632 "0" 3.16 3.18 19.53 "1" "French"
"202" 63.612833970727 "0" 2.77 2.92 19.59 "0" "French"
"203" 62.8585007988933 "0" 2.57 3.19 21.46 "0" "French"
"204" 61.0681233970714 "1" 1.19 3.18 21.83 "0" "French"
"205" 69.6227541722326 "1" 3.25 3.28 20.64 "1" "French"
"206" 62.7284494761889 "1" 2.21 2.35 19.46 "0" "French"
"207" 65.0487251638238 "1" 3.03 2.7 21.32 "0" "French"
"208" 66.0726231461792 "0" 2.25 3.02 22.16 "1" "French"
"209" 71.5034153227953 "1" 1.6 2.81 20.64 "1" "French"
"210" 62.857482048544 "1" 1.99 2.58 19.81 "0" "French"
"211" 70.3084831186099 "1" 3.78 3.93 19.31 "0" "French"
"212" 59.3902622653566 "1" 1.42 2.13 21.57 "0" "French"
"213" 63.3938375152813 "0" 1.17 2.62 21.34 "1" "French"
"214" 63.9654467284498 "1" 2.57 2.97 22.7 "0" "French"
"215" 74.0767370904413 "0" 2.79 3.06 21.3 "1" "French"
"216" 74.2507993999095 "1" 2.79 2.87 20.07 "1" "French"
"217" 63.4269462526588 "0" 2.57 3.16 19.65 "0" "French"
"218" 63.7485144284576 "0" 2.77 2.89 19.27 "0" "French"
"219" 67.1662371478523 "1" 3.24 3.23 20.37 "0" "French"
"220" 66.327448889675 "0" 3.65 3.12 19.25 "0" "French"
"221" 59.7030735957549 "0" 1.07 2.88 18.86 "0" "French"
"222" 70.5828573694708 "1" 3.15 2.98 19.54 "1" "French"
"223" 57.3483194597237 "1" 0.55 1.78 19.15 "0" "French"
"224" 71.85498898118 "1" 4.58 2.88 19.07 "0" "French"
"225" 70.069243507611 "1" 2.38 2.96 21.07 "1" "French"
"226" 67.9875156782584 "0" 2.23 3.36 20.12 "1" "French"
"227" 64.2387591538804 "1" 2.18 2.93 20.35 "0" "French"
"228" 65.6058401994512 "1" 2.87 2.24 19.04 "0" "French"
"229" 59.5067356803021 "0" 1 2.96 18.73 "0" "French"
"230" 59.8841568061225 "0" 1.56 2.83 20.17 "0" "French"
"231" 62.1945288644089 "0" 2.84 2.63 18.89 "0" "French"
"232" 74.4927393523075 "1" 3.98 3.05 17.61 "1" "French"
"233" 65.8502498440039 "1" 2.08 2.71 19.28 "0" "French"
"234" 64.6842001447543 "1" 2.7 2.47 20.31 "0" "French"
"235" 74.2543899561553 "1" 4.39 3.42 17.63 "0" "French"
"236" 68.5242558796985 "1" 3.53 4.11 18.93 "0" "French"
"237" 59.6804423975711 "0" 1.5 1.82 20.31 "0" "French"
"238" 65.8195110104906 "1" 2.68 3.21 21.03 "0" "French"
"239" 62.8328552704702 "1" 1.36 3.15 19.05 "0" "French"
"240" 62.6355672549605 "1" 1.4 3.2 19.31 "0" "French"
"241" 57.7177005586207 "0" 0.52 2.59 19.81 "0" "French"
"242" 69.9828489787204 "0" 2.07 3.27 21.49 "1" "French"
"243" 64.0415751343417 "1" 2.1 3.68 21.35 "0" "French"
"244" 74.552202221194 "0" 2.33 3.34 20.57 "1" "French"
"245" 72.4422715534347 "1" 2.9 2.96 20.96 "1" "French"
"246" 66.2110664318974 "1" 3.3 2.17 20.51 "0" "French"
"247" 64.23793003928 "1" 1.55 2.49 19.96 "1" "French"
"248" 61.981342100808 "1" 0.89 3.04 19.88 "0" "French"
"249" 66.1982195245873 "0" 3.75 3.02 19.87 "0" "French"
"250" 67.4959354448276 "1" 2.9 2.82 20.27 "0" "French"
"251" 63.6623504771514 "1" 2.17 3.07 20.47 "0" "French"
"252" 59.4158433294172 "1" 1.32 3.56 19.68 "0" "French"
"253" 67.0288019666562 "0" 2.87 4.26 20.51 "0" "French"
"254" 66.8224223951805 "1" 2.83 3.14 19.29 "0" "French"
"255" 62.9799161169417 "1" 2.58 3.16 19.7 "0" "French"
"256" 61.0998882871898 "1" 0.87 3.08 20.21 "0" "French"
"257" 62.9341254439071 "1" 1.86 2.91 19.41 "0" "French"
"258" 65.6091324844852 "1" 2.53 3.49 19.72 "0" "French"
"259" 60.05400034761 "1" 1.12 3.75 22.46 "0" "French"
"260" 66.6390123465123 "0" 3.26 3.81 21.08 "0" "French"
"261" 72.5513077797827 "0" 3.29 2.64 19.28 "1" "French"
"262" 53.142827590054 "0" -0.62 2.75 19.52 "0" "French"
"263" 65.6367171129264 "1" 3.09 2.23 19.63 "0" "French"
"264" 68.3238591543541 "0" 3.98 2.72 21.11 "1" "French"
"265" 59.1317034697353 "0" 1.03 3.73 20.49 "0" "French"
"266" 70.7739626782843 "1" 4.24 3.63 21.46 "0" "French"
"267" 69.0702303267001 "1" 2.77 3.22 18.52 "0" "French"
"268" 71.6394240586121 "1" 3.53 2.83 19.83 "1" "French"
"269" 65.2770079067959 "1" 2.26 2.67 18.17 "0" "French"
"270" 69.2931515830647 "0" 1.47 4.08 19.69 "1" "French"
"271" 62.8159863674345 "0" 2.21 2.95 19.96 "0" "French"
"272" 68.9536549342798 "0" 4.7 2.85 20.95 "0" "French"
"273" 67.1666776192426 "1" 2.66 3.7 19.91 "0" "French"
"274" 65.5208014528672 "1" 2.51 3.03 20.42 "0" "French"
"275" 65.6640415072013 "1" 2.46 2.81 18.77 "0" "French"
"276" 63.5496033380884 "0" 3.34 2.69 21.65 "0" "French"
"277" 67.5890321376547 "1" 4.05 3.11 22.15 "0" "French"
"278" 65.021838757341 "1" 2.06 2.86 19.89 "0" "French"
"279" 70.4308295004037 "1" 3.88 2.99 18.87 "0" "French"
"280" 69.635543130452 "1" 4.67 2.12 21.68 "0" "French"
"281" 65.2288865724142 "0" 3.43 2.77 19.31 "0" "French"
"282" 64.7279104725736 "1" 1.2 3.47 20.06 "1" "French"
"283" 63.623688645369 "1" 2.49 2.75 19.89 "0" "French"
"284" 73.2607219976309 "0" 3.31 2.27 20.41 "1" "French"
"285" 60.6765893346305 "0" 2.35 2.47 20.75 "0" "French"
"286" 64.3979729989806 "1" 2.88 2.87 20.1 "0" "French"
"287" 64.3925110813036 "1" 2.56 3.69 20.12 "0" "French"
"288" 70.1461142634885 "1" 2.69 2.99 19.62 "1" "French"
"289" 59.4678735453373 "0" 1.22 3.19 20.83 "1" "French"
"290" 59.3955229021332 "0" 1.23 2.86 19.21 "0" "French"
"291" 64.9601305085558 "1" 3.06 2.63 18.48 "0" "French"
"292" 57.9361148344646 "0" 1.64 3.08 20.52 "0" "French"
"293" 68.6571819755079 "1" 3.96 2.69 18.89 "0" "French"
"294" 69.1429482058285 "1" 4.11 2.87 19.94 "0" "French"
"295" 65.8215467106244 "1" 1.95 3.44 19.93 "0" "French"
"296" 68.4690234468807 "0" 2.18 3.18 19.03 "1" "French"
"297" 66.35488240141 "0" 2.98 3.29 18.35 "0" "French"
"298" 66.3183567704007 "1" 2.73 2.56 19.38 "0" "French"
"299" 71.7731729513269 "1" 3.15 2.8 18.9 "1" "French"
"300" 61.6646808674369 "0" 2.28 2.09 19.36 "0" "French"
"301" 62.9536713024656 "0" 2.79 3.18 19.15 "0" "German"
"302" 65.3956228042188 "1" 3.28 2.58 19.23 "0" "German"
"303" 68.2468359228633 "1" 3.29 2.44 19.39 "1" "German"
"304" 62.7670926969874 "0" 2.41 3.14 19.68 "1" "German"
"305" 64.595403306723 "1" 3.37 3.69 19.74 "0" "German"
"306" 62.6962573292232 "0" 3.11 3.05 19.61 "0" "German"
"307" 59.2524368278118 "0" 2.3 2.84 21.71 "0" "German"
"308" 66.2313035806068 "0" 4.16 2.44 20.03 "0" "German"
"309" 64.6439054432317 "1" 2.66 4.05 21.43 "0" "German"
"310" 68.5051052900229 "1" 2.6 2.87 20.3 "1" "German"
"311" 65.7192011734428 "1" 3.85 2.55 19.85 "0" "German"
"312" 62.8893040953819 "1" 2.07 3.73 19.73 "0" "German"
"313" 59.8608211925344 "1" 0.85 3.71 18.32 "0" "German"
"314" 60.5185887249035 "0" 2.12 3.62 19.32 "0" "German"
"315" 63.1162248610181 "1" 2.42 2.25 21.26 "0" "German"
"316" 61.9849393660488 "0" 2.96 1.98 19.89 "0" "German"
"317" 58.8334123705996 "0" 1.5 2.83 19.03 "0" "German"
"318" 67.1926931911411 "1" 3.42 3.13 19.36 "0" "German"
"319" 61.0391127122596 "1" 2.6 2.24 20.49 "0" "German"
"320" 67.3679613234535 "1" 3.42 3.45 20.43 "0" "German"
"321" 63.4434085155386 "1" 2.97 2.69 19.4 "0" "German"
"322" 51.9493800788956 "0" 0.7 2.58 20.92 "0" "German"
"323" 64.4215295682808 "0" 1.3 3.64 20.01 "1" "German"
"324" 61.0605662014906 "1" 2.57 2.46 20.67 "0" "German"
"325" 59.8191937047044 "0" 1.58 3.25 18.89 "0" "German"
"326" 75.460038961419 "1" 3.53 2.88 20.87 "1" "German"
"327" 66.6930789520516 "1" 4.15 3.35 19.57 "0" "German"
"328" 61.3216937178244 "1" 1.64 3.6 19.88 "0" "German"
"329" 65.1459778226185 "1" 2.86 3.01 19.68 "0" "German"
"330" 64.6504691239725 "1" 2.2 3.93 19.99 "0" "German"
"331" 63.764352218185 "0" 3.08 3.71 18.33 "0" "German"
"332" 63.5185845966287 "1" 3.14 3.46 20.54 "0" "German"
"333" 59.4456182298157 "0" 2.25 3.3 18.9 "0" "German"
"334" 65.3460698046028 "1" 3.09 3.64 18.61 "0" "German"
"335" 63.0665703996602 "0" 2.62 3.88 19.41 "0" "German"
"336" 57.9091669500073 "1" 1.41 2.06 21.77 "0" "German"
"337" 61.3332272685683 "0" 2.26 3.13 20.1 "1" "German"
"338" 64.9171010929165 "0" 3 3.66 20.1 "1" "German"
"339" 57.6075725473156 "1" 1.5 2.22 18.66 "0" "German"
"340" 66.5306645694327 "1" 3.93 2.81 19.01 "0" "German"
"341" 75.9076013672601 "1" 3.23 3.79 21.04 "1" "German"
"342" 59.4224588720281 "1" 1.65 3.48 21.13 "0" "German"
"343" 59.8879700625695 "1" 1.31 3.23 19.36 "0" "German"
"344" 65.3005275715233 "1" 3.48 2.44 21.39 "0" "German"
"345" 65.4660768197008 "1" 2.95 3.46 19.32 "0" "German"
"346" 57.7960388457386 "1" 0.93 3.07 18.66 "0" "German"
"347" 56.9382233460771 "1" -0.28 3.94 19.21 "0" "German"
"348" 67.6879278800125 "1" 3.37 2.98 19.53 "1" "German"
"349" 61.9994909826426 "1" 2.26 2.59 20.08 "0" "German"
"350" 53.998125768724 "0" 0.62 3.46 20.71 "0" "German"
"351" 60.3906067797053 "1" 0.9 3.36 19.1 "0" "German"
"352" 59.3091125557604 "1" 2.54 2.18 21.19 "0" "German"
"353" 52.0789423962577 "0" 0.57 2.12 20.74 "0" "German"
"354" 63.6240246211061 "1" 3.25 2.72 18.93 "0" "German"
"355" 74.078261001901 "0" 3.08 2.74 18.6 "1" "German"
"356" 64.3383129607182 "0" 4.43 3.28 20.69 "0" "German"
"357" 57.7997307448478 "0" 1.52 3.17 19.33 "0" "German"
"358" 62.7989475439537 "1" 2.14 2.97 20.5 "0" "German"
"359" 68.3819796326088 "1" 1.86 2.69 21 "1" "German"
"360" 62.6682458998238 "0" 3.81 2.58 19.2 "0" "German"
"361" 66.9099214853569 "0" 2.59 2.97 20.63 "1" "German"
"362" 66.5770901096387 "1" 3.69 2.86 18.85 "0" "German"
"363" 64.6438739254787 "0" 4.51 2.34 20.78 "0" "German"
"364" 56.7500299337229 "0" 1.08 2.71 18.79 "0" "German"
"365" 65.3085909432267 "1" 1.79 2.8 21.27 "1" "German"
"366" 66.5956603985569 "1" 3.94 3.53 21.57 "0" "German"
"367" 63.3279221611757 "1" 3.06 2.7 19.14 "0" "German"
"368" 70.8149726639918 "1" 3 2.57 20.73 "1" "German"
"369" 62.1650276698945 "1" 2.65 3.43 21.37 "0" "German"
"370" 63.1775378158208 "1" 2.66 2.95 19.16 "0" "German"
"371" 57.8208041401433 "0" 1.63 3.06 21.2 "0" "German"
"372" 58.9644618163634 "1" 1.59 2.49 19.71 "0" "German"
"373" 56.339931644474 "0" 1.63 2.72 19.2 "0" "German"
"374" 65.1983575853518 "1" 2.89 2.29 20.31 "0" "German"
"375" 60.8449865339784 "0" 2.85 2.98 20.07 "0" "German"
"376" 56.8089876290205 "1" 0.96 2.27 18.9 "0" "German"
"377" 63.9329695649958 "1" 4.06 2.33 21.12 "0" "German"
"378" 63.8945255550664 "1" 2.77 2.55 20.28 "0" "German"
"379" 60.2948885223758 "1" 2.26 2.89 21.93 "0" "German"
"380" 59.0430657786062 "0" 2.28 2.98 19.72 "0" "German"
"381" 61.195596294036 "0" 2.25 1.94 19.64 "1" "German"
"382" 65.9751384915019 "0" 2.81 2.02 20.38 "1" "German"
"383" 66.1007602588451 "1" 3.49 3.48 20.16 "0" "German"
"384" 61.1241128547951 "1" 1.94 2.6 19.33 "0" "German"
"385" 61.9600977373391 "0" 3.42 2.73 19.3 "0" "German"
"386" 67.30021165375 "1" 3.72 3.51 19.85 "0" "German"
"387" 68.8088233117903 "1" 4.71 2.63 19.28 "0" "German"
"388" 66.0469171998536 "0" 4.37 3.11 19.83 "0" "German"
"389" 53.969126822658 "0" -0.67 2.63 20.95 "1" "German"
"390" 62.0667272769508 "0" 2.11 3.96 20.88 "1" "German"
