"ID_prov" "ID_reg" "avg_age" "productivity_index" "avg_sunny_days" "avg_alcohol_consumption" "polluted" "avg_household_income" "avg_education_level" "cancer_mortality"
"87" "SI" 9 0.731150976080839 0.368358319838346 -0.750815927362005 -1.00264488927203 "Yes" -0.634220399543631 -0.728752556683151 81.9844497108601
"88" "SR" 19 -0.242172594769337 1.97957689902639 -1.14953510683117 -0.423889895447272 "Yes" -0.313310045324044 1.18210998073491 9.5027333531393
"89" "SO" 3 -0.0264704159038341 0.380709373591095 -0.323039159231815 0.000642683375097934 "Yes" 1.39814868277793 0.454219473052297 50.0005610656469
"90" "SU" 20 -1.05108399840635 0.495316971583595 0.947102665966994 -1.27709645951646 "Yes" 0.383878773846724 0.467029975713553 68.8594648141336
"91" "TA" 16 0.114956952604754 1.02566158387075 -0.106169899631342 -0.200444019910421 "No" 1.07583390665484 0.230854963162767 23.4708442435563
"92" "TE" 13 0.429977185400306 0.0565513129585315 -0.824586145974901 -0.606401964826717 "No" 0.0264792665193745 -0.257235117853155 37.3617099909185
"93" "TR" 10 1.91210506472453 2.0923171271455 -0.670091185711036 -1.98635773741508 "No" -0.47417913526985 0.407257401906865 2.40751796844049
"94" "TO" 1 1.19242686743882 0.365876775662895 1.59281637931362 -0.199611227465179 "No" 0.463345740349634 -1.35218890544473 93.5998943582032
"95" "TP" 19 -0.337031144244781 0.568731614976808 -0.608770812509629 -0.439500742116056 "Yes" -1.63967361206405 -1.16287759011242 46.6072576353857
"96" "TN" 4 0.532500744837223 0.0784717910568241 0.68369261641042 1.15865927705607 "Yes" -1.14615954947849 -1.06390566441864 73.1997913157012
"97" "TV" 5 -0.989868932193371 0.572533537255152 1.44043738962233 -0.506603618560407 "No" -0.564530322593454 0.420500458395484 77.0830736211404
"98" "TS" 6 1.06645177505721 0.199457763261564 0.342444033185734 0.60695356988125 "Yes" -1.8975086311596 1.79462776220199 65.8743414095855
"99" "UD" 6 1.16321222511299 0.629809576762493 -0.581815907792054 0.209223784652562 "Yes" -0.898612311987916 1.24453822857176 80.3719366687866
"100" "VA" 3 2.3362321327921 1.66737770118783 -0.174126836543669 -1.1132333620874 "No" 1.39158122310007 2.56852543813244 55.8617527670862
"101" "VE" 5 0.592748750632526 0.967259016382842 -0.657174147155446 0.431166931265156 "Yes" -1.8998669618009 0.122972598897198 38.2336804121893
"102" "VB" 1 -0.315715156559123 0.0681012764309034 1.17983613884765 -0.0292089677652023 "No" 0.979920372583476 0.213999420103684 16.885073950533
"103" "VC" 1 0.236684867340063 1.16810720306893 -0.291131708561647 0.231687697918376 "No" 0.0701383208053828 1.03039892858432 49.0074609133814
"104" "VR" 5 -0.344074512018972 0.301466119438347 1.52402651665751 0.703320880565445 "Yes" 0.0478750804893138 1.37748160968898 84.7947302302894
"105" "VV" 18 -0.674588558493693 0.483223162610697 -0.731223481358713 0.181742567870892 "No" -2.0338819547025 -1.93616701433609 25.649601518235
"106" "VI" 5 0.339863783302164 1.33273789658873 -0.82254517180714 1.59211501056747 "No" -0.532320776416359 -1.0843310603849 71.967980112196
"107" "VT" 12 -0.746373471790935 1.64050890099682 0.0214657316409028 0.183267331308962 "Yes" 1.45306520655959 -0.123573645006412 87.5634466351304
