"x" "y" "chlorophyll" "zone" "depth"
"143" 519292.008 5095400.596 1.69153940436158 "Menaggio" 0.25636674411039
"144" 521031.139 5095980.306 1.57545366867313 "Varenna" 0.248915683030096
"145" 521263.023 5096212.19 1.67121825432776 "Varenna" 0.255137627784047
"146" 519639.834 5093313.639 1.67892787932177 "Griante" 0.25399271807274
"147" 520799.255 5092617.987 1.74697291856957 "Bellagio" 0.266628564474304
"148" 519234.037 5092849.871 1.61877449904513 "Griante" 0.252758934035855
"149" 519465.921 5093545.523 1.6515529405168 "Griante" 0.255062726232077
"150" 522190.559 5095980.306 1.6179524440742 "Varenna" 0.253475519750238
"151" 520741.284 5096560.016 1.55359322238519 "Varenna" 0.246227623525037
"152" 521494.907 5094009.291 1.64297004457541 "Pino" 0.250976194631092
"153" 518422.443 5093603.494 1.77728834216035 "Griante" 0.266387446451217
"154" 521784.762 5092849.871 1.581079149278 "Pino" 0.241244075258104
"155" 520277.515 5094415.088 1.60649068491037 "Bellagio" 0.25121759998641
"156" 521784.762 5095458.567 1.70054584551079 "Varenna" 0.26362130660845
"157" 519581.863 5092617.987 1.62688591225702 "Griante" 0.247653789130773
"158" 519929.689 5093661.465 1.52235497441656 "Bellagio" 0.239466171920569
"159" 520857.226 5096038.277 1.53795227552472 "Varenna" 0.241302163943641
"160" 518538.385 5092733.929 1.60872296655269 "Griante" 0.246098729703529
"161" 519987.66 5096444.074 1.58003756804894 "Menaggio" 0.241526499268704
"162" 521610.849 5092907.842 1.58300063043476 "Pino" 0.247393606079006
"163" 520277.515 5096038.277 1.63820734555802 "Menaggio" 0.245855802936581
"164" 520683.313 5095458.567 1.54945723611846 "Varenna" 0.248169492022806
"165" 519987.66 5093603.494 1.62268789235333 "Bellagio" 0.254070560978806
"166" 520277.515 5095226.683 1.68443630814882 "Menaggio" 0.256246331282021
"167" 522132.588 5092733.929 1.74151401562007 "Pino" 0.266782057437047
"168" 522364.472 5093081.755 1.63409656082484 "Pino" 0.24931306346435
"169" 522074.617 5096328.132 1.57532305249805 "Varenna" 0.246791600873418
"170" 518944.182 5095516.538 1.74541425231233 "Menaggio" 0.264710057170489
"171" 521320.994 5094415.088 1.75157328967925 "Pino" 0.267043293978271
"172" 520973.168 5095980.306 1.59632934876423 "Varenna" 0.250432440375575
"173" 519060.124 5095400.596 1.65033952459865 "Menaggio" 0.246673426808665
"174" 520625.342 5093313.639 1.47779102869506 "Bellagio" 0.231777645824369
"175" 521552.878 5094473.059 1.74789326474822 "Pino" 0.264112623987468
"176" 520335.486 5092907.842 1.52524000245653 "Bellagio" 0.241624175659231
"177" 521320.994 5092791.9 1.55696637526256 "Pino" 0.238762372056047
"178" 519292.008 5094009.291 1.87706493523337 "Griante" 0.280437658860953
"179" 518770.269 5094704.944 1.64151542165246 "Menaggio" 0.252350213082507
"180" 520799.255 5096617.987 1.55079165018891 "Varenna" 0.249667413898867
"181" 522132.588 5093835.378 1.44213212062053 "Pino" 0.222677804770442
"182" 518422.443 5095052.77 1.63540452940052 "Menaggio" 0.249002094115581
"183" 519813.747 5094531.03 1.66566106513147 "Bellagio" 0.259760317349224
"184" 520799.255 5095574.509 1.61362621460625 "Varenna" 0.254138689154511
"185" 521031.139 5094994.799 1.63431020806817 "Varenna" 0.259123221616101
"186" 520973.168 5094820.886 1.68096596099874 "Varenna" 0.269837322006844
"187" 519929.689 5096154.219 1.73167196208468 "Menaggio" 0.261691085140136
"188" 518422.443 5095400.596 1.61543354737752 "Menaggio" 0.244912629845848
"189" 518596.356 5093197.697 1.69509600716113 "Griante" 0.257041801784655
"190" 521784.762 5095574.509 1.53470482541076 "Varenna" 0.248015837261779
"191" 518422.443 5095980.306 1.6071335143673 "Menaggio" 0.244619292111151
"192" 519349.979 5094415.088 1.42740059464978 "Griante" 0.221442413449808
"193" 522306.501 5096270.161 1.53996253202763 "Varenna" 0.242103531477362
"194" 519813.747 5093255.668 1.63914478264957 "Bellagio" 0.254878146351637
"195" 522306.501 5092907.842 1.78125102530616 "Pino" 0.271680325395193
"196" 520799.255 5094531.03 1.62881078108335 "Bellagio" 0.255006946142808
"197" 521552.878 5095864.364 1.56080181122246 "Varenna" 0.256202102036673
"198" 520393.458 5096154.219 1.50134330518739 "Varenna" 0.240340967898664
"199" 521263.023 5094357.117 1.65364768795108 "Pino" 0.251626547081183
"200" 521031.139 5095342.625 1.44301823030586 "Varenna" 0.229217624581126
"201" 519697.805 5093951.32 1.71637450531891 "Griante" 0.254852268205693
"202" 521031.139 5096154.219 1.64874370433978 "Varenna" 0.256967687785649
"203" 521205.052 5094357.117 1.67926212851094 "Pino" 0.251855139155831
"204" 522248.53 5096096.248 1.64834105961325 "Varenna" 0.257007335155445
"205" 518886.211 5094009.291 1.66585857092582 "Griante" 0.253116810286614
"206" 520045.631 5092849.871 1.64569336215988 "Bellagio" 0.257604623619678
"207" 518712.298 5094067.262 1.7622672657418 "Griante" 0.268424636262077
"208" 519349.979 5093545.523 1.75620970687092 "Griante" 0.261123628412626
"209" 521147.081 5093255.668 1.64829838165482 "Pino" 0.250326639575014
"210" 519697.805 5094067.262 1.53329882141642 "Griante" 0.238855510352026
