"Achiev" "ESCS" "Gender" "Bilingual" "IDSchool"
"34" -11.4591349024378 -1.0704921583121 "0" "0" "1"
"35" -12.0564974611562 -0.372456732278273 "0" "0" "1"
"36" -9.93906913684333 -0.485141354788276 "0" "0" "1"
"37" -8.90021828969346 0.274784178475709 "0" "0" "1"
"38" -11.2245775943348 -0.4795125615823 "1" "0" "1"
"39" -13.8960033516079 0.798105326125375 "1" "0" "1"
"40" -7.63484279276717 -1.00445120238872 "1" "0" "1"
"41" -11.8287241386593 0.104984233069838 "0" "0" "1"
"42" -11.3620726796014 -1.15599289019211 "0" "0" "1"
"43" -9.84192596839812 0.578134626957856 "0" "0" "1"
"44" -17.831097279456 -1.59562565619352 "1" "0" "1"
"45" -15.566661199129 -0.308503656205915 "1" "0" "1"
"46" -8.5317641107563 0.449465922122599 "1" "0" "1"
"47" -12.1019995021181 -0.977053282629372 "0" "0" "1"
"48" -6.84175230428182 0.189997859367245 "0" "0" "1"
"49" -9.33122960229875 0.731453357300177 "1" "0" "1"
"50" -12.0699414314147 -0.492599110754294 "1" "0" "1"
"51" -10.6001097041545 -0.042684912173995 "1" "0" "1"
"52" -10.5893610824767 -0.112670576433895 "0" "0" "1"
"53" -11.4291528333989 0.456827247726432 "0" "0" "1"
"54" -8.08228330547685 2.02033484176677 "0" "0" "1"
"55" -11.6353399432325 -1.05089006245306 "0" "0" "1"
"56" -8.0949796861085 0.734652105895187 "0" "1" "1"
"57" -11.9817048381295 0.539249743951547 "0" "0" "1"
"58" -13.8115892481667 -1.31427279695036 "1" "0" "1"
"59" -11.1386513188237 -0.250038722057874 "0" "0" "1"
"60" -10.1089935262294 0.314204596436828 "0" "0" "1"
"61" -9.87456300255924 0.406546693678272 "0" "0" "1"
"62" -11.7307246685513 0.994420599790523 "1" "0" "1"
"63" -11.4771541883571 0.855768431757766 "1" "0" "1"
"64" -10.2206820071018 0.19712891685252 "1" "0" "1"
"65" -8.44195207150682 0.834325037545013 "0" "1" "1"
"66" -9.23067550058093 0.846790152407738 "1" "0" "1"
"67" -7.21435053252535 1.95410525460771 "0" "0" "1"
"68" -17.1362766491234 -2.14926000156704 "1" "0" "1"
"69" -9.74114444217074 0.971120269710021 "0" "1" "1"
"70" -11.234618973335 1.14506157329253 "1" "0" "1"
"71" -13.3956918321069 -0.525400626098731 "0" "0" "1"
"72" -11.6417540315266 0.250320102774171 "1" "0" "1"
"73" -9.27646984375122 -0.429406611369704 "0" "0" "1"
"74" -13.6184771924623 -0.182519622146965 "0" "0" "1"
"75" -14.7438403789378 -0.103310466384681 "0" "0" "1"
"76" -11.7660694849431 -0.63383820321184 "0" "0" "1"
"77" -12.4208481792456 -1.27105378720328 "0" "0" "1"
"78" -11.9300769200076 -0.383950393903242 "0" "0" "1"
"79" -7.85254289841509 0.516755802363183 "0" "0" "1"
"80" -7.72300792073983 -0.177968543811207 "0" "0" "1"
"81" -11.3877616876856 0.0042580386632767 "1" "0" "1"
"82" -16.6408509148669 -1.27405955085358 "0" "0" "1"
"83" -8.66225883734456 -0.202110338324637 "0" "0" "1"
"84" -10.2229778841881 1.16446587974116 "1" "0" "1"
"85" -7.07756670273184 -0.0233794085238708 "1" "0" "1"
"86" -7.98650938098235 0.897156749900788 "0" "0" "1"
"87" -10.4909304537376 -0.17672445493159 "1" "0" "1"
"88" -8.49905246143625 1.11370907755827 "0" "0" "1"
"89" -9.19634826017086 -0.541888859649955 "1" "0" "1"
"90" -13.5451226491854 -0.963398331881266 "0" "0" "1"
"91" -10.1674621749146 0.376448399581965 "1" "0" "1"
"92" -7.00411493082674 -0.984673796713479 "1" "0" "1"
"93" -12.0602130630317 0.897559402273504 "1" "0" "1"
"94" -13.3534096397472 0.129262533485368 "0" "0" "1"
"95" -9.04008823454421 1.0337029805641 "0" "0" "1"
"96" -11.0559174882858 -0.342289273627691 "1" "1" "1"
"97" -10.9418790040236 0.452281256535681 "1" "0" "1"
"98" -11.2997802971915 -0.694737942026965 "0" "0" "1"
"99" -13.0519915569937 -0.239013591052881 "1" "0" "1"
"100" -12.4891549804615 -1.00729895959026 "0" "0" "1"
"101" -10.2044244526661 1.92671883293018 "1" "0" "1"
"102" -8.89390014741971 0.0514303644826475 "0" "0" "1"
"103" -7.03631331535487 1.80052376157027 "0" "0" "1"
"104" -14.1993994843012 -0.551457761402002 "0" "0" "1"
"105" -12.0348451129505 0.107058894504653 "1" "0" "1"
"106" -12.160400149598 0.789124044243829 "1" "0" "1"
"107" -7.70616894827556 -0.244255317515544 "0" "0" "1"
"108" -9.93247438224212 0.384179964193405 "1" "0" "1"
"109" -15.9634346058532 -1.16923551401572 "1" "0" "1"
"110" -10.5305101963478 1.51827242629017 "1" "0" "1"
"111" -10.0108468577749 0.0729811771478023 "1" "0" "1"
"112" -14.5696812836354 -0.527675028696167 "1" "0" "1"
"113" -13.7229612801594 -0.524525579440552 "0" "0" "1"
"114" -8.393595341238 0.746900748193059 "0" "0" "1"
"115" -15.8260179491554 -1.18241397156885 "1" "0" "1"
"116" -12.6482944343508 -1.35470848378535 "0" "0" "1"
"117" -12.3705491229249 -0.212285509037467 "0" "1" "1"
"118" -13.2913439096198 -0.089481494677962 "0" "0" "1"
"119" -11.773657774225 0.25703251293236 "1" "0" "1"
"120" -9.78193730718618 1.2042868366767 "1" "0" "1"
"121" -13.2344895877637 -0.174031076819401 "1" "0" "1"
"122" -10.9345226134499 0.690216791053293 "1" "0" "1"
"123" -9.70214629408215 0.413384581765977 "0" "0" "1"
"124" -12.1488342896041 -1.43047904733872 "0" "1" "1"
"125" -11.7010186749375 -1.29966910189793 "0" "0" "1"
"126" -1.35368930020196 1.40334986772223 "0" "0" "2"
"127" -7.6726091563478 -0.219350218754375 "0" "0" "2"
"128" -2.61012615038076 2.13249109182045 "1" "0" "2"
"129" -10.0153287676765 -1.83346990966075 "0" "1" "2"
"130" -4.59639562580762 -0.11050968064787 "0" "0" "2"
"131" -1.88153102056454 0.765710352768303 "0" "0" "2"
"132" -7.65011935182452 0.323504604427004 "1" "0" "2"
"133" -10.4010116485333 -0.735378911852477 "0" "0" "2"
"134" -4.35880234773366 1.14571714367204 "0" "0" "2"
"135" -6.77353384094549 -0.2782374383072 "0" "0" "2"
"136" -6.68098948924116 1.05684132352161 "0" "0" "2"
"137" -5.69917747771249 0.367514437203756 "0" "0" "2"
"138" -4.75380155763651 0.847514614754401 "0" "0" "2"
"139" -12.0439725705354 -1.26282046598614 "0" "0" "2"
"140" -5.10765566470262 0.528236667796647 "1" "0" "2"
"141" -5.23778524329957 1.08940682225353 "0" "0" "2"
"142" -11.2257115751505 -0.699478363960751 "0" "0" "2"
"143" 1.57300845298471 1.42102616839858 "1" "0" "2"
"144" 0.614046967995779 1.43902167849824 "1" "0" "2"
"145" -11.3738776517109 -1.29531128491286 "1" "0" "2"
"146" -14.3235339620587 -0.897059866792365 "0" "0" "2"
"147" -11.5070179325225 -1.88477611635603 "1" "0" "2"
"148" -5.90919955293321 0.0274979049208333 "1" "0" "2"
"149" -12.4719152881663 -0.907416652625977 "0" "0" "2"
"150" -11.1873477541291 -1.64756170283582 "0" "0" "2"
"151" -9.18829888643155 0.252340039095107 "1" "0" "2"
"152" -6.99356547172046 0.642314265150256 "1" "0" "2"
"153" -11.4029778060631 -0.346936107707451 "0" "0" "2"
"154" -12.1706929550341 -0.515263231548538 "1" "0" "2"
"155" -5.16081612980872 0.398168923330113 "1" "0" "2"
"156" -2.42855085533383 0.953557213652118 "0" "0" "2"
"157" -7.71445905563516 0.260178924384099 "1" "1" "2"
"158" -12.7343797329508 -2.05013437683161 "0" "0" "2"
"159" -7.39367570479912 0.287970717575725 "1" "0" "2"
"160" -8.88753682917703 0.36194541917808 "1" "0" "2"
"161" -13.1306795891871 -1.68674102390039 "1" "0" "2"
"162" -7.06303515564376 1.24716980225836 "1" "0" "2"
"163" -13.4863633487818 -1.77019288204388 "1" "0" "2"
"164" -5.07185550951661 0.222835865452008 "0" "0" "2"
"165" -13.37935050263 -0.560520433082633 "1" "0" "2"
"166" -6.14502861024654 -0.508129562203864 "0" "0" "2"
"167" -10.025658912221 -0.938833088183996 "0" "0" "2"
"168" -4.02160270515322 1.6356493842398 "0" "0" "2"
"169" -8.007003121056 -0.652816888666918 "0" "0" "2"
"170" -3.63432620798076 0.839213619475944 "1" "0" "2"
"171" -3.96842718215454 -0.61159529185926 "0" "1" "2"
"172" -10.1238102180156 -0.371716971363048 "1" "0" "2"
"173" -8.98800525553395 -0.515233958297263 "0" "0" "2"
"174" -9.92396298522355 -0.341768610276271 "1" "0" "2"
"175" -4.84694984448246 0.683918780578655 "1" "0" "2"
"176" -6.71675249827836 0.798342466916299 "0" "0" "2"
"177" -7.05437923465985 -0.799804142246851 "0" "0" "2"
"178" -5.93567129386512 0.229630244890438 "0" "0" "2"
"179" -3.86867449302098 1.69354793059294 "1" "0" "2"
"180" -11.9031220511042 -0.768470969691349 "1" "0" "2"
"181" -11.8516276576883 -1.5431527225713 "1" "0" "2"
"182" -9.06086775853273 -1.32060090653404 "1" "0" "2"
"183" -10.578130183215 -0.675821504570907 "1" "0" "2"
"184" -6.6224123281095 -0.367005425950837 "1" "0" "2"
"185" -8.43451896838187 -0.513872180952252 "0" "0" "2"
"186" -8.52235675361304 -0.959253963060824 "0" "0" "2"
"187" -9.92322027633761 -0.121663672385953 "0" "0" "2"
"188" -6.29861899557704 0.665937151118727 "0" "0" "2"
"189" -3.06432964902997 1.23871981901545 "1" "0" "2"
"190" -2.40387128172915 1.18394078254209 "0" "0" "2"
"191" -3.16312209671978 1.49836149129708 "1" "0" "2"
"192" -7.09331139897094 -0.289104355354347 "0" "0" "2"
"193" 1.89511970330068 1.92368721847188 "0" "0" "2"
"194" -5.70650935768504 0.518512450554538 "1" "0" "2"
"195" -8.40782366639133 0.476590956687039 "1" "0" "2"
"196" -9.50421846499655 0.302603746545976 "1" "0" "2"
"197" -6.7744405790922 0.821232709868714 "1" "0" "2"
"198" -6.63822460398132 0.392579260298806 "0" "1" "2"
"199" -14.0695662457729 -1.44045092388509 "1" "0" "2"
"200" -12.0368823755185 -0.868897483537004 "1" "0" "2"
"201" -15.1987192276637 -2.98645606928376 "0" "0" "2"
"202" -7.56909608638799 -0.0505472819337749 "1" "0" "2"
"203" -7.11575049368701 1.29951287635334 "1" "0" "2"
"204" -12.8744560689424 -1.35140107729609 "0" "0" "2"
"205" -10.1117722101056 -0.949798905691075 "0" "0" "2"
"206" -6.41727287068395 1.68610180270557 "1" "0" "2"
"207" -6.20751557554675 0.244295539424513 "0" "0" "2"
"208" -12.4187179286253 -1.3880796618601 "0" "0" "2"
"209" -6.98490385178393 0.887119226195818 "1" "0" "2"
"210" -5.0059394775817 0.0281725183841072 "0" "1" "2"
"211" -8.17138932677352 0.279087484503259 "0" "0" "2"
"212" -8.34496087932993 -0.0755679227470965 "0" "0" "2"
"213" -5.01837989566534 0.123040446673801 "0" "0" "2"
"214" -8.40205864456533 -1.03141034094869 "0" "0" "2"
"215" -9.43862384323442 0.0897032482654508 "0" "0" "2"
"216" -4.25644007210265 1.32197866931796 "0" "0" "2"
"217" -6.52590045699496 -0.30767404672409 "1" "0" "2"
"218" -3.30903376501913 1.47857607432128 "0" "0" "2"
"219" -11.3614692576877 -0.469536110860637 "1" "0" "2"
"220" -12.6078929888541 -0.865843767729784 "0" "0" "2"
"221" -3.67162489937344 0.999281501017827 "1" "0" "2"
"222" -8.9421786341283 -1.0918678638688 "0" "0" "2"
"223" -9.54212247434063 0.853628450739981 "1" "0" "2"
"224" -8.06680793100872 -0.627076417035401 "1" "0" "2"
"225" -7.70625790098261 0.420684779960525 "0" "0" "2"
"226" -3.89017805769421 -0.39587329633614 "0" "0" "2"
"227" -6.66656772997635 -0.389748120655664 "1" "0" "2"
"228" -5.54491341787689 0.38357338399225 "1" "0" "2"
"229" -2.78392230444997 1.6628702816608 "0" "0" "2"
"230" -11.1466209956365 -1.12813925789448 "1" "0" "2"
"231" -10.0194175917299 -0.131074874006643 "1" "0" "2"
"232" -5.02687235904396 -0.416865994512243 "0" "0" "2"
"233" -2.58268457563954 0.65236130217055 "0" "0" "2"
"234" -10.3186990090286 -1.64781472099279 "1" "0" "2"
"235" -10.5836415144891 -0.676533817057978 "0" "0" "2"
"236" -10.899195489298 -1.30546810324467 "0" "0" "2"
"237" -10.4696379018792 -0.405379789844677 "0" "0" "2"
"238" -4.16859289218842 1.35909679182259 "0" "0" "2"
"239" -6.78503681473166 -0.66124928522967 "0" "0" "2"
"240" -10.0685131560075 -0.914581846073858 "0" "0" "2"
"241" -10.2194491508369 0.128257999550038 "1" "0" "2"
"242" -9.99040928265068 -0.225435996740998 "0" "0" "2"
"243" -6.43056739915288 0.670097231163236 "1" "0" "2"
"244" -5.80260005681347 0.537797625100396 "1" "0" "2"
"245" -8.28090643533692 -0.0552669303449633 "1" "0" "2"
"246" -6.81445458276181 0.502102291221487 "1" "0" "2"
"247" -8.26815928010424 -0.640253580650597 "1" "0" "2"
"248" -0.864565637184112 1.80286524569441 "0" "0" "2"
"249" -0.746452862475716 0.99871809551267 "1" "0" "2"
"250" -4.85845756758585 0.877727871546761 "1" "0" "2"
"251" -8.63969365956615 -0.454863617452481 "0" "0" "3"
"252" -10.0927642918163 -0.0883943060851383 "1" "0" "3"
"253" -11.240520935566 0.0396626650718094 "0" "0" "3"
"254" -14.4078136538892 0.547069800757107 "0" "0" "3"
"255" -14.0280545511371 -0.225687182837207 "1" "0" "3"
"256" -11.0768382312785 0.39365628250606 "0" "0" "3"
"257" -9.67706888866064 0.123581928484932 "0" "0" "3"
"258" -9.71014560018639 0.161286632466595 "0" "0" "3"
"259" -13.4554911424049 -1.27481627949847 "0" "0" "3"
"260" -14.3425432608677 -1.17720155202698 "1" "0" "3"
"261" -10.4790307537014 0.12665808275871 "1" "0" "3"
"262" -9.88493372350571 1.74118436817992 "1" "0" "3"
"263" -13.5969824525424 -0.586225418338387 "1" "0" "3"
"264" -11.1751779174537 -0.445187081520624 "1" "0" "3"
"265" -12.3374141653724 -0.0869318653863785 "0" "0" "3"
"266" -9.44593616945051 0.279830658746565 "0" "0" "3"
"267" -12.1711386724441 0.107016472762859 "0" "1" "3"
"268" -14.6554398532751 -0.00601526071423487 "0" "0" "3"
"269" -11.825276493545 1.74411520516251 "0" "0" "3"
"270" -13.8814483554205 -0.0613690752376731 "1" "0" "3"
"271" -11.1484382085778 -2.5343821922158 "0" "0" "3"
"272" -14.6646590309786 0.393002540415343 "1" "0" "3"
"273" -8.54629951903529 0.667802009300969 "1" "0" "3"
"274" -15.2471375135012 -0.177935032598308 "1" "0" "3"
"275" -13.8316294480745 -0.396254245470431 "0" "1" "3"
"276" -13.0488845687285 -0.520089870497769 "1" "0" "3"
"277" -11.442511844759 0.878683963899196 "0" "0" "3"
"278" -17.1835705177605 -0.539351587354318 "1" "0" "3"
"279" -9.13137861252166 1.36422382535862 "1" "0" "3"
"280" -10.7641406454328 1.66648686681792 "0" "0" "3"
"281" -11.438828880912 -0.236465228766263 "1" "0" "3"
"282" -9.38353205386152 0.495589162940322 "1" "1" "3"
"283" -12.9819605212175 -0.87803611735997 "1" "0" "3"
"284" -9.10473334030928 -0.151994347247611 "0" "0" "3"
"285" -11.7543061430904 1.13728124207796 "1" "0" "3"
"286" -15.9240810658195 -2.28304581412229 "0" "0" "3"
"287" -10.6081816355874 1.65260531126401 "0" "0" "3"
"288" -10.4502588054559 1.15980849924818 "1" "0" "3"
"289" -12.7895105618045 -0.881928746198927 "0" "0" "3"
"290" -10.5449064926654 0.945288073134426 "1" "0" "3"
"291" -12.0497623198514 0.0976518487147649 "0" "0" "3"
"292" -10.3873261718259 -2.93756284271102 "0" "0" "3"
"293" -12.4557979642952 -0.0202750951167761 "1" "1" "3"
"294" -13.6719055678145 0.390071703368119 "1" "0" "3"
"295" -16.1658820272228 -1.94291045345147 "1" "0" "3"
"296" -11.408267575711 -0.638156642085378 "1" "0" "3"
"297" -13.3369722186354 -0.307666450178497 "1" "0" "3"
"298" -12.796729180738 0.729718040753783 "0" "0" "3"
"299" -16.7976975759709 -0.954475109038733 "1" "0" "3"
"300" -11.028453736999 0.858035540731551 "1" "0" "3"
"301" -16.1293551899472 -1.48139208157706 "1" "0" "3"
"302" -13.8204050052329 -0.930332880995426 "0" "0" "3"
"303" -11.3966347963042 -1.01661496327491 "0" "1" "3"
"304" -13.5978295849097 -0.211688286678202 "1" "0" "3"
"305" -11.8253120617694 1.65286642697269 "0" "0" "3"
"306" -10.5084677629967 0.725296603900732 "0" "0" "3"
"307" -14.827025517106 -0.232236190994651 "0" "0" "3"
"308" -15.6893082633469 0.584508043592431 "1" "0" "3"
"309" -7.34696887462384 2.41545433057664 "0" "0" "3"
"310" -6.20283143812756 0.0206977038512628 "1" "0" "3"
"311" -12.6257642977676 0.33734612159077 "0" "0" "3"
"312" -9.16942289953173 0.158936159047047 "0" "0" "3"
"313" -11.5521367681196 0.925637592908863 "0" "0" "3"
"314" -12.4266225476418 0.839559140451451 "0" "0" "3"
"315" -14.2305430357116 -1.09392460018928 "0" "0" "3"
"316" -14.6814847277517 -0.200862424197995 "1" "0" "3"
"317" -15.2048941856325 -1.07635012210524 "0" "0" "3"
"318" -15.270485837193 0.259928149159555 "0" "0" "3"
"319" -14.8169970308304 -0.789660924656541 "0" "0" "3"
"320" -16.1057459764988 -2.00283041586408 "0" "0" "3"
"321" -10.2333913213347 0.592234819720292 "0" "0" "3"
"322" -10.6538023550382 -0.409303092752289 "0" "0" "3"
"323" -13.4215868823254 -1.45926612651433 "1" "1" "3"
"324" -11.3499318319556 0.150129973262923 "1" "0" "3"
"325" -14.693241096209 -0.766352260135608 "1" "0" "3"
"326" -12.4107674150333 0.636960532839213 "1" "0" "3"
"327" -11.333810617863 0.0717969486351564 "1" "0" "3"
"328" -8.56059136075602 0.520675974110528 "0" "0" "3"
"329" -9.78539498362245 0.704677184743548 "0" "0" "3"
"330" -11.4125541076951 1.56062536785622 "1" "0" "3"
"331" -11.5153441161306 1.11336856514551 "1" "0" "3"
"332" -16.6121500767225 -0.569095974603544 "1" "0" "3"
"333" -15.0847096678128 -0.918296634627872 "1" "0" "3"
"334" -14.6421016642696 3.67687785511891e-05 "0" "0" "3"
"335" -8.33160810188132 -0.107663488526678 "0" "0" "3"
"336" -8.80965659834017 -1.95484783866513 "0" "0" "3"
"337" -10.8519511948558 -0.313771941553644 "0" "0" "3"
"338" -9.93153724672425 -0.364891374129292 "0" "0" "3"
"339" -12.875628995685 -0.269123009859461 "0" "0" "3"
"340" -11.6095041080619 0.520254617404706 "0" "0" "3"
"341" -9.86907822675359 -0.415470179167645 "1" "0" "3"
"342" -11.9211671346541 -1.00454506769068 "1" "0" "3"
"343" -10.0984863634956 0.166726642182254 "0" "0" "3"
"344" -10.6074720277362 0.28207697899961 "0" "0" "3"
"345" -6.81603587817082 1.24352243222479 "0" "0" "3"
"346" -9.98111618424477 -0.202177966500788 "0" "0" "3"
"347" -14.2478277564782 -1.56614381958732 "0" "0" "3"
"348" -10.3473721038951 0.223402673669229 "0" "0" "3"
"349" -11.3660620439309 -1.26000090362785 "1" "0" "3"
"350" -15.430960654939 1.56956475130837 "0" "0" "3"
"351" -12.1391860128692 -0.304834333150142 "1" "0" "3"
"352" -15.0358908379513 -1.49111373438978 "1" "0" "3"
"353" -11.8448773601017 0.232683451936023 "1" "0" "3"
"354" -13.1256830201243 0.56570219516483 "1" "0" "3"
"355" -12.5548728889503 -0.326401750120617 "1" "0" "3"
"356" -10.7216763328184 0.92343719549371 "0" "0" "3"
"357" -14.8197262497328 -1.14025769498887 "0" "0" "3"
"358" -11.1301341510938 -0.738178501589735 "1" "0" "3"
"359" -11.4367262006744 -1.05546428475784 "0" "0" "3"
"360" -11.6555693267114 0.498221621633698 "0" "0" "3"
"361" -13.2501158368511 -0.863845963543163 "0" "0" "3"
"362" -12.5362355867768 -0.785439280924796 "0" "0" "3"
"363" -10.4210910510168 0.494961286308026 "1" "0" "3"
"364" -10.8300316954928 -0.155274771457315 "1" "0" "3"
"365" -10.7108478234136 0.626087859660604 "1" "0" "3"
"366" -14.8391119922487 -0.938288695454485 "0" "0" "3"
"367" -11.2346290296482 -0.0308856167836185 "0" "0" "3"
"368" -11.0584510039276 0.219018522960626 "1" "0" "3"
"369" -11.5787083777886 0.134540334798463 "0" "0" "3"
"370" -10.1584258869236 0.845739585898534 "0" "0" "3"
"371" -12.2854985278333 -0.208909047563922 "0" "0" "3"
"372" -11.4926825525655 0.0334008253068509 "0" "1" "3"
"373" -13.1142075669248 0.812323297510572 "0" "0" "3"
"374" -9.33053956097655 2.40108638567898 "0" "0" "3"
"375" -10.9642852437141 0.64591316151611 "0" "0" "3"
"376" -3.42757051775994 0.54159007052703 "0" "1" "4"
"377" -10.2777788866486 0.702506079122705 "1" "1" "4"
"378" -9.19509350041161 -1.1382776008417 "0" "0" "4"
"379" -7.2701999397718 0.00619664814862032 "0" "0" "4"
"380" -9.51655951210368 -1.26021327858415 "0" "0" "4"
"381" -8.93230177862937 -1.25111466032597 "0" "0" "4"
"382" -6.85072687070436 -0.43886637665398 "0" "0" "4"
"383" -8.40397627556856 0.169782866048631 "0" "0" "4"
"384" -9.59859114786967 -0.625754721082407 "1" "0" "4"
"385" -10.8019283017176 1.63085287325448 "1" "0" "4"
"386" -12.6055538984823 -1.54604334296626 "1" "0" "4"
"387" -10.3373896527465 -0.185822812139085 "0" "0" "4"
"388" -9.35373156947345 1.0257956667907 "0" "0" "4"
"389" -9.65429109437181 -0.0951255313023981 "0" "0" "4"
"390" -10.4932646239299 -0.0124660040360569 "1" "0" "4"
"391" -11.3982386643103 -0.0297939328843767 "0" "0" "4"
"392" -10.7028655991384 2.5943540460909 "1" "0" "4"
"393" -9.36533591703779 1.33634079345983 "0" "0" "4"
"394" -11.8070554908184 -1.51485371352451 "1" "0" "4"
"395" -10.2917336183704 1.19244484102862 "0" "0" "4"
"396" -10.113624038057 1.11213732419239 "1" "0" "4"
"397" -10.1997864799045 -0.0666305127719153 "0" "0" "4"
"398" -7.73854347909397 -0.805324948351065 "1" "1" "4"
"399" -11.1641958236785 -0.766803795476994 "1" "0" "4"
"400" -11.3092519991068 -0.249060295408209 "1" "0" "4"
"401" -9.45715288468524 0.0871257663276019 "1" "0" "4"
"402" -13.3469379525001 -1.36818435935177 "1" "0" "4"
"403" -12.8399708621792 -1.39008345410637 "0" "0" "4"
"404" -11.7238557074525 0.305267756486546 "0" "0" "4"
"405" -7.57782752335059 0.155371383353339 "0" "0" "4"
"406" -8.87890635433333 0.214452063547962 "0" "0" "4"
"407" -7.74982582236605 -0.180233688516002 "0" "0" "4"
"408" -7.96930063222943 -0.60260950152366 "1" "0" "4"
"409" -11.0797616903625 1.74002199216537 "0" "0" "4"
"410" -11.137944904749 1.08488590191358 "1" "0" "4"
"411" -9.7815724023361 1.30844700857523 "1" "0" "4"
"412" -7.74475947675767 -0.959660633593172 "0" "0" "4"
"413" -11.642075393101 0.48073818157762 "0" "0" "4"
"414" -9.26008408677921 -1.56594461550539 "0" "0" "4"
"415" -11.2497951586442 1.19877970222373 "0" "0" "4"
"416" -8.95281128086661 1.00110106509036 "1" "0" "4"
"417" -8.13558942455383 0.0280144916448455 "0" "0" "4"
"418" -9.03395182942705 -0.291732814105585 "0" "0" "4"
"419" -8.30825228039586 1.06697174315581 "0" "0" "4"
"420" -10.490844214638 -0.264226069301957 "1" "0" "4"
"421" -7.99617422846654 0.529813619794248 "1" "0" "4"
"422" -10.880246934782 -0.941660638772655 "1" "0" "4"
"423" -13.0540136325127 -1.51217672450597 "1" "0" "4"
"424" -8.13645834932005 0.243843442493734 "0" "0" "4"
"425" -10.0329009948091 -0.107633163127931 "1" "0" "4"
"426" -11.5157308837792 -0.304679938052234 "1" "0" "4"
"427" -10.141686450224 -0.950900420018459 "1" "0" "4"
"428" -14.4439629933493 0.22222789793429 "0" "0" "4"
"429" -10.7959814101037 -1.93418827676396 "0" "0" "4"
"430" -12.5818760987832 -1.01198492303776 "1" "0" "4"
"431" -10.1665638939503 0.629364186108164 "0" "0" "4"
"432" -13.3936645986942 0.186166594091695 "1" "0" "4"
"433" -8.26720399434642 0.304375698689387 "0" "1" "4"
"434" -7.90614834565373 0.337316699039791 "0" "0" "4"
"435" -10.3064101084587 0.347292493296504 "0" "0" "4"
"436" -10.4531606569033 -1.21725839579479 "0" "0" "4"
"437" -8.02866340489815 -0.682580281895957 "0" "0" "4"
"438" -11.345782822969 -1.79766111692456 "0" "0" "4"
"439" -8.79854929914559 -0.0704517625881546 "1" "0" "4"
"440" -8.61090911701288 -0.149355100310908 "0" "0" "4"
"441" -10.780203400725 -0.467020465964854 "1" "0" "4"
"442" -9.23728499533743 0.653826631329911 "1" "0" "4"
"443" -9.77785174363087 -0.612437632524589 "0" "0" "4"
"444" -7.83929768437837 1.16202052078524 "1" "0" "4"
"445" -9.21244827791159 0.0992623852817218 "0" "0" "4"
"446" -10.4436760311075 0.726830145596929 "0" "0" "4"
"447" -9.45203449813501 0.713469429644957 "0" "0" "4"
"448" -9.35157175486122 0.471947309016579 "1" "0" "4"
"449" -7.41706231925092 -0.249069330974454 "0" "0" "4"
"450" -7.52647118475956 0.502919392724401 "0" "0" "4"
"451" -9.76899615022364 0.737390920024386 "0" "0" "4"
"452" -6.01945730085853 -2.1931075597202 "0" "1" "4"
"453" -13.1493011010454 -0.474160503581233 "1" "0" "4"
"454" -9.92733313446003 0.21492821333233 "1" "0" "4"
"455" -10.2740697428882 0.600809553553063 "0" "0" "4"
"456" -10.6073130102293 0.0988589465883925 "0" "0" "4"
