"ID_prov" "ID_reg" "transport_index" "avg_cultural_events" "avg_air_quality" "gentrified" "avg_household_income" "avg_crime_rate" "avg_property_value"
"FM" 11 -0.264228905926713 0.2502692445564 1.92452631166733 "No" -0.449944334171989 -0.537312592370508 32.8226991350409
"FE" 8 -0.439390402209555 -0.365321175589764 -0.763384608327097 "No" 0.140025026208714 0.26825999689788 4.30347743000905
"FI" 9 1.22468638261961 0.472093128709153 0.13667514036199 "No" 0.198351161403286 -1.35628180810408 27.4366841105711
"FG" 16 -0.433255970706734 -1.29609798514115 -1.37319070201565 "No" 0.193406195840243 0.065401004277735 -6.1881864211949
"FC" 8 0.431692910483245 -0.853566827027735 0.0220859595871426 "No" -0.337534215072715 -0.286553183200769 5.72447356012146
"FR" 12 0.380818893324974 1.64379050354154 1.74668151108571 "No" 0.162547298386232 -0.130863713198507 37.6622717818818
"GE" 7 -0.423796988025168 0.779187059666195 0.0431757962234267 "Yes" -0.66311687706653 -1.26534915942678 33.3944112321834
"GO" 6 -0.503139316147861 0.648559775023399 0.977217095959987 "No" -0.543925978773269 -1.26589654869888 21.9111053913265
"GR" 9 0.469430710244008 1.63574422227627 -0.449365460548201 "No" -0.783647913767302 0.938687852193825 19.821661900331
"IM" 7 -0.79680870997986 0.0656404252383765 0.152242551687312 "No" -0.881659073735091 -1.03847015971421 12.700701398064
"IS" 14 0.0478897417560562 0.787059531528487 -1.86801432519412 "No" 0.351390657109301 0.0223753368261324 13.2431473577821
"AQ" 13 0.534660098035663 0.962272745880282 0.0163927506223557 "No" -0.506957017341649 1.08017068041352 15.0960006989285
"SP" 7 1.97282122116936 -1.18885399390091 -0.321753808520769 "No" -0.718887792128395 0.956356710147104 2.90161667227859
"LT" 12 -1.11258381145486 -0.113351724163422 0.459019594906854 "No" 0.120320969070958 1.25290296266112 9.45433352110073
"LE" 16 0.179426400549569 2.28310517543132 -1.40483488555455 "No" 0.452360385138252 1.19331131363422 21.3411693394792
"LC" 3 0.372766601599254 1.15321878670444 -0.406698715383857 "Yes" -0.192573552400541 -1.40124038403959 37.2379050864704
"LI" 9 0.70284927599504 -0.824815543828704 -0.521388757602782 "No" 1.24892327456747 0.56504039447583 10.3683922390253
"LO" 3 0.674459382657383 -2.97261307211807 0.43391259520797 "Yes" 0.484445933217605 0.395849482448128 10.0707692078767
"LU" 9 1.94131442516618 0.253312738683399 -0.97292757702717 "No" -0.168307334456772 0.628701555043447 17.4174629790328
"MC" 11 -0.487338898020198 -0.371075898628184 -2.92575782798843 "No" 0.685753218432255 -1.15954461849059 2.32126686971265
"MN" 3 -0.69289623151988 -0.771050592009573 0.520298342323056 "No" -1.18743839233545 0.657351309968343 1.89017275247938
"MS" 9 -0.577043960923254 0.216939548038243 -0.643073399427704 "No" -0.238969954153998 -1.47583080126887 12.095226010422
"MT" 17 -0.947754736950456 1.63945660433979 0.652002730066587 "No" 0.517386839547924 1.72267301049908 26.5028255863244
"ME" 19 -0.610338259617917 -0.07295264306448 0.445309699856091 "No" 0.291964002483905 1.14238346538181 18.476287622847
"MI" 3 -1.34303765649329 -0.0748139013355224 0.866744331260539 "Yes" 1.42195722836548 -0.595375376615411 33.5993180714684
"MO" 8 0.924140076947191 1.46546483172819 0.833744101303326 "Yes" 1.46609903842188 0.864989610201755 42.4525123479384
"MB" 3 -0.180249056976056 -0.444571111387477 -0.342028884816951 "No" -0.236986463457939 -1.14892123111733 9.6645553550957
"NA" 15 1.02626101240998 -0.692733155324561 -1.61407321932523 "No" 0.541049408693302 0.710810485509296 -0.509654013305151
"NO" 1 0.0207325556178859 0.0643050740990938 -1.03718041608527 "No" -0.12125645709802 0.825248690499013 7.03707888729504
"NU" 20 1.60304967985093 -1.76690372597236 0.479958613338848 "Yes" -0.131998741156676 -0.264951992835584 18.4595481135059
"OR" 20 0.889782452223694 1.13204434780878 -0.112158238000517 "No" 2.14959139355031 0.415127975969046 30.5279612528378
"PD" 5 0.57651157166523 2.08891550752101 -0.824287908831064 "Yes" -0.718503281052127 1.49208080040209 29.5071758372053
"PA" 19 0.223042317702821 -0.432788734230655 -1.88342051015667 "No" 0.482071142736546 -0.193072098648458 4.25920573023157
"PR" 8 1.65459287595457 0.840012624188862 -1.16909144533509 "No" -0.393124556179711 0.65990333188309 10.6697687356911
"PV" 3 -0.0730050251987909 -0.551721790094041 -0.27536908122786 "No" 0.479147057456618 0.307489317084621 10.4499695637586
"PG" 10 -1.88999130258712 0.133659534819093 0.582202358937566 "No" 1.24297985722777 -1.26450199290224 25.0878588384285
"PU" 11 0.748094520256457 0.32105007235008 0.11690631506863 "No" 0.420145981753071 -1.82896929150319 25.5244531801425
"PE" 13 0.53108223884038 1.06629355560787 1.3469091062725 "No" 0.0641609999643315 -0.29439583592803 31.1949399373267
"PC" 8 -2.01002137312432 1.15094843520673 0.0991439990323505 "Yes" 0.873447208222196 1.34280077374274 23.8613398114368
"PI" 9 1.15369488352854 0.0927130933309534 0.522483368611742 "Yes" 0.236863143099658 -0.427978146407255 33.9413357849625
"PT" 9 -1.12363510893086 0.632840745018022 -0.574208061220376 "No" 0.0040778100155008 -2.7251425595549 21.5544349798018
"PN" 6 0.340455437792237 -0.442504598799516 -0.997905121029576 "Yes" 1.68482557824492 0.220392361934819 17.9467188139661
"PZ" 17 0.125723469080214 0.613434903988273 -0.0755004274568285 "No" -0.659435580585759 -0.628655900804333 23.7352032886055
"PO" 9 0.243400751226156 0.179924436575101 1.05511865780614 "Yes" -0.094495596717932 -1.6189193024733 38.0265675759864
"RG" 19 -0.251987206748852 0.588419342584243 2.62653730027944 "No" 0.430112808112575 -1.65436332854713 41.698575471884
"RA" 8 1.43595678099713 -0.724167992189122 -0.900374104986344 "No" 0.065273233334613 -0.714306994110844 11.9426481746907
"RC" 18 0.717754401365837 -0.439403004620223 0.733977479596127 "Yes" 0.115456604296179 -0.425433569279858 28.2060491425538
"RE" 8 -0.958779052527258 0.669249085077038 1.66860522600285 "No" 0.748696610042277 -0.299643406512534 24.4308236925345
"RI" 12 0.0677217465961039 0.909476474179042 -0.601825000763743 "No" 0.420689751809694 0.0449162286238916 20.5313638401549
"RN" 8 -1.15769907271994 -0.424706446343227 0.224449710515488 "Yes" 1.06587591233259 -0.868496123055689 25.8207571664015
"RM" 12 1.01794337190936 -0.72928611917373 0.626134675343546 "Yes" -2.48919065517245 0.802386430838926 14.2024450650521
"RO" 5 0.893449983388273 0.400071971592764 1.29078632127983 "No" -0.472752077180723 -0.327254801543436 23.7305402185744
"SA" 15 -1.65591938908591 -0.649267329603744 -1.4903701395679 "No" -0.0591256729299074 -1.62561962186458 6.08706532478018
"SS" 20 0.197307721646766 -1.09820314178101 -1.53978396282562 "No" -1.50939218874705 1.64567854726612 -8.92654342440301
"SV" 7 1.13301582376948 0.475636310671964 0.00393727780290143 "Yes" -2.06009913305029 -1.98966895930062 30.3147525821714
"SI" 9 -0.125437832731583 0.977290594904759 0.632783537762473 "No" 1.5609471322446 1.02997713128533 22.9824357792626
"SR" 19 -0.195946781672745 1.19570608477024 -0.837458043149548 "No" -1.05983467147879 -1.51281772389973 17.9082918536317
"SO" 3 -0.191808728825424 0.503299841302138 -0.493346495391743 "No" 0.0513313089743091 0.583998421268113 13.0330302136708
"SU" 20 0.847364594569211 1.17258090058777 1.02267148771732 "No" 1.38990819082242 0.118636047425966 26.1562926463024
"TA" 16 -1.14232467326325 0.409828499454075 1.59689474371834 "No" 0.278902646142546 1.41700539729467 18.9897244535699
"TE" 13 -0.454915567051116 2.18774563614073 0.34625516345811 "Yes" -2.55242889312613 0.429346505633577 28.4214604662261
"TR" 10 -0.633519457831357 -1.85328091008721 -0.263816492346376 "No" 0.561042890012477 0.538311922101549 1.49109414373429
"TO" 1 0.721615848218046 -0.0682713217428254 0.637457619959135 "No" -1.11280250731069 1.32417032893981 9.5165440992477
"TP" 19 0.585489474244179 0.396995827503278 0.0513220289230896 "Yes" -0.147080685342636 -1.07523413659334 33.2323715564702
"TN" 4 -1.95846968530979 -0.835169014195506 1.29742360741955 "No" 0.364532970879155 1.89931367847414 1.09994822523076
"TV" 5 -1.08236582041077 0.131521199596935 0.280911379523602 "No" -0.816845276094412 0.536055711080351 9.60364634442694
"TS" 6 -1.0954404735897 0.935031726013922 -1.60650239663509 "No" -0.451182277650316 -0.624778898964299 11.5765004962607
"UD" 6 0.0234879147734012 -1.06362054464769 -1.90678891705155 "Yes" -0.374698390725001 -0.121469008168498 7.39717771033356
"VA" 3 1.17336105146405 -0.809791348454834 -1.09727230615058 "No" -0.436155595542731 -0.452072147642752 3.14237233363636
"VE" 5 2.20239362799678 0.0713584879774058 3.06133696801512 "No" -0.316397412748471 -0.346439700771742 39.8678909014332
"VB" 1 0.480886520962588 0.795418099370056 -0.606789654077568 "No" 0.146103815779153 1.78719534339039 11.3129880990773
"VC" 1 1.06788622237628 0.353728148927037 -0.189050643673489 "No" -2.21463817639655 0.222922595675282 9.08116941795915
"VR" 5 0.174791269843875 -0.749823478631549 -0.10374509926933 "Yes" 0.283880351505205 -0.251454658798286 24.0215271042873
"VV" 18 -1.17915285355301 0.479568834693851 0.995379076021471 "No" -0.522258388720806 0.696585742406596 18.6992600118954
"VI" 5 0.416862547225801 -0.624792615461965 -0.847253155184282 "No" 0.275544455696497 -0.344503915642395 6.57574124984127
"VT" 12 -0.14184615141999 -2.76691194669976 -1.31465849897616 "No" 2.64987170802781 0.304079170112661 -7.29354046262127
